id,author,title
o5155-w0130,"John Hervey, Baron of Ickworth","ROXANA to USBECK. From LES LETTRES PERSANNES."
o4029-w0010,"Hannah Cowley (née Parkhouse)","THE MAID OF ARRAGON."
o5454-w0090,"Isaac Watts","SONG IX. The All-seeing GOD."
o5152-w0300,"John Dyer","GRONGAR HILL."
pcc86-w0330,"‘Christian Carstairs’","On the Death of André."
o5156-w0390,"Joseph Giles","Some Reflections upon hearing the Bell toll for the Death of a FRIEND."
bsb18-w0450,"Susanna Blamire","WHEN THE SOFT TEAR STEALS SILENTLY."
o4672-w0120,"Isaac Watts","LONGING FOR The Second Coming OF CHRIST."
o4985-w0390,"Moses Mendez","THE SEASONS. IN IMITATION OF SPENSER."
o5156-w0810,"John Straight","To Mr. J. H. at the TEMPLE, occasioned by a Translation of an Epistle of HORACE. 1730."
o4672-w0570,"Isaac Watts","To the Right Honourable JOHN Lord CUTTS.  [At the Siege of Namure.]"
oau90-w0460,"Thomas D'Urfey","An ODE, From the Greek of ANACREON."
o4986-w0560,"Cuthbert Shaw","AN EVENING ADDRESS TO A NIGHTINGALE."
o4986-w0130,Anonymous,"TO THE SAME, WITH SHENSTONE'S WORKS, AFTER HAVING VISITED THE LEASOWES TOGETHER."
o4668-w0010,"Helen Maria Williams","EDWIN AND ELTRUDA."
oau90-w0030,"Thomas D'Urfey","The Author answers his Friend, who blames him for not singing, when desired, he contradict the Third Satyr of Horace, beginning with Omnibus hoc vitium est Cantoribus inter Amicos, &c. He defends Tigellius, and proves that Horace had no actual Skill in Vocal Musick."
o4198-w0240,"Thomas Chatterton","BURLETTA. THE WOMAN OF SPIRIT. 1770."
o3585-w0010,"Charles Churchill","THE CONFERENCE."
o4741-w0390,"Stephen Duck","A Poem on Her MAJESTY's Birth-Day."
ppo24-w0180,"John Pomfret","On the General Conflagration, and ensuing Judgment. A Pindaric Essay."
tgaen-wsng2,"Thomas Gray","Song II"
pdi12-w0060,"William Diaper","[Nereides:] Eclogue V."
pmt18-w0310,"Mary Tighe (née Blachford)","To Fortune."
pse03-w0140,"Sarah Fyge Egerton","At my leaving Cambridge August the 14th, Extempore."
pse03-w0510,"Sarah Fyge Egerton","The Platonick."
o5156-w1000,"William Taylor","The BREWER'S Coachman."
o5157-w0710,"John Byrom","Extempore Verses upon a Trial of Skill between the two great Masters of Defence, Messieurs FIGG and SUTTON."
o3900-w0710,"Rev. Charles Wesley","HYMN to the HOLY GHOST."
o5157-w0340,"William Shenstone","The EVER-GREEN."
bjb18-w0930,"Joanna Baillie","THOUGHTS TAKEN FROM THE 93RD PSALM."
o5153-w0780,"Thomas Edwards","SONNET XI."
o4106-w0170,"Thomas Parnell","A NIGHT-PIECE on DEATH."
glb19-w0300,"William Lisle Bowles","AT OXFORD, 1786."
pro75-w0020,"Mary Robinson (née Darby)",ANOTHER.
bjl92-w0110,"Janet Little (later Richmond)","COLIN AND ALEXIS."
glb19-w0750,"William Lisle Bowles","WINTER EVENING AT HOME."
bjl92-w0540,"Janet Little (later Richmond)","TO NELL WHEN AT MOFFAT WELL."
oat77-w0280,"Nahum Tate","The Match."
glb19-w0880,"William Lisle Bowles","PICTURES FROM THEOCRITUS."
pba35-w1170,"Constantine Barber","To the Right Honourable the Lady Elizabeth Boyle, Daughter to the Right Honourable John Earl of Orrery, on her Birth-Day, May 7. 1733."
o3794-w0140,"William Cowper","On the Promotion of EDWARD THURLOW, Esq. to the Lord High Chancellorship of ENGLAND."
o3555-w0080,"Anna Laetitia Barbauld  (née Aikin)",CHARACTERS.
o4984-w0710,"Soame Jenyns","THE 'SQUIRE AND THE PARSON. AN ECLOGUE."
n22cs-w0670,"Charlotte Smith (née Turner)","Verses. Intended to have been prefixed to the Novel of Emmeline, but these suppressed."
pma99-w0100,"Mary Alcock (née Cumberland)","ON PLEASURE."
n22cs-w0220,"Charlotte Smith (née Turner)","SONNET [22] XXII. By the same. To Solitude."
o4984-w0340,"Elizabeth Carter","TO —."
bhw18-w0190,"Helen Maria Williams","SONNET TO TWILIGHT."
tgaen-wpare,"Thomas Gray","[Parody on an Epitaph]"
bao18-w0010,"Amelia Opie (née Alderson)","THE WARRIOR'S RETURN."
o4784-w0830,"Anne Finch (née Kingsmill), countess of Winchilsea","The Battle between the Rats and the Weazles."
o4985-w0580,"William Whitehead","THE ENTHUSIAST: AN ODE."
bsb18-w0610,"Susanna Blamire","WE'VE HED SEC A DURDUM."
o4672-w0360,"Isaac Watts","Breathing towards the Heavenly Country. Casimire. Book I. Od. 19. Imitated. Urit me Patriae Decor, &c."
bsb18-w0240,"Susanna Blamire","LETTERS OF THE LOVERS."
pyl90-w0090,Anonymous,"An Inscription wrote on the Monument of a Young and Beautiful Lady."
o4986-w0720,"Hester Lynch Piozzi (née Salusbury; other married name Thrale)","THE THREE WARNINGS: A TALE."
pmp18-w0980,"Matthew Prior","A FLOWER, Painted by SIMON VARELST."
o4986-w0370,"Charles Emily","THE PRAISES OF ISIS; A POEM. WRITTEN MDCCLV."
oau90-w0270,"Thomas D'Urfey","The KING'S Health: A CATCH Sung in Parts."
pdi22-w0010,"William Diaper","[OPPIAN's HALIEUTICKS  Part I. OF THE NATURE of FISHES. In Two Books]"
pmp18-w0200,"Matthew Prior","IN IMITATION OF ANACREON."
o5346-w0050,"Oliver Goldsmith","A NEW SIMILE, IN THE MANNER OF SWIFT."
o5155-w0720,"Charles Parrott","ODE to NIGHT."
cbu86-w0270,"Robert Burns","EPISTLE TO J. L*****K, AN OLD SCOTCH BARD."
pmp18-w0650,"Matthew Prior",EPIGRAM.
o3900-w1290,"Rev. Charles Wesley","HYMN for CHRISTMAS-DAY."
o5155-w0370,"Joseph Warton","The Dying INDIAN."
o5152-w0140,"Lady Mary Wortley Montagu (née Pierrepont)","The GENTLEMAN's Answer."
o5156-w0580,"James Merrick","The Hymns of DIONYSIUS: Translated from the Greek."
pcc86-w0170,"‘Christian Carstairs’","The three following beautiful Stanzas by Miss A. H. to the Author."
clc03-w0190,"Lady Mary Chudleigh",ICARUS.
pcm93-w0130,"Catherine Rebecca Grey, Lady Manners","To Sensibility."
bed98-w0290,"Eliza Day","OCCASIONED BY THE DEATH OF GEORGE KENDAL, Who was drowned upon his birth-day, and the day he had been bound apprentice."
prc90-w0100,"Rebekah Carmichael (later Hay)","WORDS OF COURSE"
bah18-w0010,"Anne Hunter (née Home)","NOVEMBER, 1784."
bah18-w0440,"Anne Hunter (née Home)",SONG.
o5125-w0220,"Mary Leapor","ESSAY on FRIENDSHIP."
o3900-w1140,"Rev. John Wesley","Supplication for Grace. From the same."
pmp18-w0580,"Matthew Prior","A LETTER TO Monsieur Boileau Despreaux; Occasion'd by the VICTORY at BLENHEIM, 1704."
o5125-w0670,"Mary Leapor","To a Gentleman with a Manuscript Play."
pjo50-w0320,"Mary Jones","EXTEMPORE. ON A Drawing of the Countess of HERTFORD's, now Duchess of SOMERSET."
o5156-w0200,"William Shenstone","A BALLAD."
o4784-w0430,"Anne Finch (née Kingsmill), countess of Winchilsea","An EPISTLE from a Gentleman to Madam Deshouliers, returning Money she had lent him at Bassette, upon the first Day of their Acquaintance. Translated with Liberty from the French."
clc03-w0240,"Lady Mary Chudleigh",Solitude.
o5156-w0650,"Nathaniel Cotton","The BEE, the ANT, and the SPARROW: A FABLE."
o5152-w0290,"William Melmoth","Of Active and Retired Life.  AN EPISTLE to H. C. Esq;"
o4784-w0060,"Anne Finch (née Kingsmill), countess of Winchilsea","Love, Death, and Reputation."
o5454-w0100,"Isaac Watts","SONG X. Solemn Thoughts of GOD and Death."
bed98-w0510,"Eliza Day","ON FINDING A STRAYED CHILD."
oar96-w0100,"Elizabeth Rowe (née Singer)","To the Honourable Mrs. E— Stretchy."
bed98-w0140,"Eliza Day","TO THE MEMORY OF THE LATE REV. C — — R — —."
ppo24-w0010,"John Pomfret","The Choice."
o4741-w0200,"Stephen Duck","On Two Young Ladies leaving the Country."
o5089-w0720,"Tobias Smollett","THE TEARS OF SCOTLAND. WRITTEN IN THE YEAR MDCCXLVI."
bmb97-w0070,"(Mary) Matilda Betham","WRITTEN ON WHITSUN-MONDAY 1795."
pba35-w0370,"Mary Barber","To a Gentleman, who had abus'd Waller."
tgaen-wsorw,"Thomas Gray","Sonnet [on the Death of Mr Richard West]"
o5280-w0160,"George Monck Berkeley","ADDRESS TO THE WINDS. SUPPOSED TO BE WRITTEN BY A LADY DURING THE ABSENCE OF HER LOVER."
pba35-w0720,"Mary Barber","The RECANTATION: To the same Lady."
bsb18-w0190,"Susanna Blamire","SPRING. APRIL, 1786."
o5156-w0980,"William Taylor","A very gallant Copy of VERSES, (but somewhat silly) upon the Ladies, and their fine Cloaths at a Ball."
o4985-w0200,"John Brown","THE CURE OF SAUL. A SACRED ODE."
o5153-w0796,"Robert Craggs Nugent, Earl Nugent","EPIGRAM VII."
ojg27-w0260,"John Gay","FABLE [25] XXV. The Scold and the Parrot."
oat77-w0500,"Nahum Tate","Of the Ape and the Fox. A Paraphrase on one of the Centum Fabulae."
cac95-w0120,"Ann Batten Cristall","ELEGY ON A YOUNG LADY."
oat77-w0150,"Nahum Tate","The Unconfin'd."
o3794-w0290,"William Cowper","HORACE. Book the 2d. ODE the 10th."
bjb18-w0160,"Joanna Baillie","FRAGMENT OF A POEM."
bhw18-w0240,"Helen Maria Williams","SONNET TO MRS. BATES."
o4984-w0090,"Thomas Denton","THE HOUSE OF SUPERSTITION. A VISION."
bjb18-w0530,"Joanna Baillie","HOOLY AND FAIRLY. (FOUNDED ON AIN OLD SCOTCH SONG.)"
peh89-w0200,"Elizabeth Hands (née Herbert)","An EPISTLE."
o5153-w0779,"Thomas Edwards","SONNET X. To the Author of Observations on the Conversion and Apostleship of St. PAUL."
pmc36-w0030,"Mary Chandler","A Letter to the Right Honourable the Lady Russel. Written at her Ladyship's Desire, on the Conversation at Breakfast."
o5154-w0230,"Soame Jenyns","An EPISTLE from S. J. Esq; in the Country, to the Right Hon. the Lord LOVELACE in Town. Written in the Year 1735."
o5154-w0660,"William Mason","ODE to a WATER NYMPH."
pse03-w0290,"Sarah Fyge Egerton","The Power of Love."
psw11-w0040,"Jonathan Swift","V—'s HOUSE Built from the Ruins of White-Hall that was Burnt. Written, 1703."
o5153-w0450,"Robert Craggs Nugent, Earl Nugent","To CLARISSA."
o3900-w0090,"Rev. Charles Wesley",ZEAL.
o5157-w0090,"Soame Jenyns","On the IMMORTALITY of the SOUL."
pmp18-w1000,"Matthew Prior","Protogenes and Apelles."
glb19-w0480,"William Lisle Bowles",SHAKSPEARE.
o4002-w0010,"Charles Churchill",INDEPENDENCE.
o5346-w0010,"Oliver Goldsmith","THE TRAVELLER: OR, A PROSPECT OF SOCIETY."
pmp18-w0240,"Matthew Prior","TO Mr. HOWARD: An ODE."
o5155-w0760,"Henrietta St. John Knight, Lady Luxborough","The BULFINCH in Town."
cbu86-w0230,"Robert Burns","EPISTLE TO A YOUNG FRIEND."
pmp18-w0610,"Matthew Prior","MERRY ANDREW."
o5155-w0330,"Aaron Hill","An Address of the STATUES at STOWE, to Lord COBHAM, on his Return to his Gardens."
o5454-w0290,"Isaac Watts","The TEN COMMANDMENTS, out of the Old Testament, put into short Rhyme for Children."
o5152-w0100,"Samuel Cobb","THE FEMALE REIGN: AN ODE."
pcc86-w0130,"‘Christian Carstairs’","EPITAPH. For Alexander Wedderburn, Esq; St Germains."
o5156-w0190,"William Shenstone","The PRICE of an EQUIPAGE."
pcm93-w0170,"Catherine Rebecca Grey, Lady Manners","On Leaving Lehena, in October, M DCC LXXXVIII."
oar96-w0290,"Elizabeth Rowe (née Singer)","To a very Young Gentleman at a Dancing-School."
prc90-w0140,"Rebekah Carmichael (later Hay)","A TALE"
o4103-w0330,"Christopher Smart","The BAG-WIG and the TOBACCO-PIPE. A FABLE."
bed98-w0680,"Eliza Day","FOR SUNDAY."
bah18-w0050,"Anne Hunter (née Home)","ODE TO CONDUIT VALE, BLACKHEATH."
bah18-w0400,"Anne Hunter (née Home)",SONG.
o5153-w0797,"Robert Craggs Nugent, Earl Nugent","EPIGRAM VIII. On Mrs. PENELOPE."
o4198-w0040,"Thomas Chatterton","ACROSTIC ON MISS [ELEANOR HOYLAND]. 1768."
o4741-w0190,"Stephen Duck","Proper Ingredients to make a Sceptic."
o4672-w0320,"Isaac Watts","BEWAILING My own Inconstancy."
bsb18-w0650,"Susanna Blamire","ON THE MARRIAGE OF MISS JOHANNA GALE WITH THE REV. P. GRAHAM, RECTOR OF ARTHURET. 18TH FEBRUARY, 1792."
o4985-w0190,"Thomas Brerewood",WINTER.
bsb18-w0200,"Susanna Blamire","PITY'S DESCENT TO EARTH, AND ADVICE TO FRIENDSHIP."
o4986-w0760,"Joseph Cockfield","ODE TO CONTENT."
o5153-w0778,"Thomas Edwards","SONNET IX."
oau90-w0230,"Thomas D'Urfey","EPSOM-WELLS: A Satyr by way of Dialogue, between Critick and Fame."
o4986-w0330,"Mary Darwall (née Whateley)","THE PLEASURES OF CONTEMPLATION."
oat77-w0690,"Nahum Tate","The Gratefull Shepheard."
pba35-w1130,"Mary Barber","To a Gentleman, who took a very grave Friend of his, to visit one of quite a different Turn."
o3794-w0100,"William Cowper","A FABLE."
n22cs-w0630,"Charlotte Smith (née Turner)","Origin of Flattery."
bhw18-w0580,"Helen Maria Williams",PARAPHRASE.
pma99-w0140,"Mary Alcock (née Cumberland)","INSTRUCTIONS, SUPPOSED TO BE WRITTEN IN PARIS, FOR THE MOB IN ENGLAND."
o4984-w0300,"John Dyer","AN EPISTLE TO A FRIEND IN TOWN."
n22cs-w0260,"Charlotte Smith (née Turner)","SONNET [26] XXVI. To the River Arun."
o5157-w0880,"Thomas Gray",ODE.
o3900-w0880,"Rev. Charles Wesley","The MAGNIFICAT."
pma99-w0510,"Mary Alcock (née Cumberland)","WRITTEN FROM BATH TO A FRIEND IN THE COUNTRY, IN THE YEAR 1783."
bao18-w0050,"Amelia Opie (née Alderson)",SONG.
peh89-w0190,"Elizabeth Hands (née Herbert)","CORINNA TO LYCIDAS."
pmt18-w0350,"Mary Tighe (née Blachford)","Written at West-Aston. June, 1808."
pse03-w0100,"Sarah Fyge Egerton","To Mr. Norris, on his Idea of Happiness."
o5156-w1040,"William Taylor",ABSOLUTION.
pse03-w0550,"Sarah Fyge Egerton","To N. Tate, Esq; on his Poem on the Queen's Picture, Drawn by Closterman."
o5157-w0750,"Joseph Stennett","On the Invention of LETTERS."
o3900-w0750,"Rev. Charles Wesley","FREE GRACE."
o5153-w0390,"Robert Craggs Nugent, Earl Nugent","An Ode to the Right Honourable the Lord LONSDALE."
pye85-w0090,"Ann Yearsley (née Cromartie)","To Mrs. M—S."
o5157-w0300,"Thomas Lisle","LETTER from SMYRNA to his Sisters at CRUX-EASTON, 1733."
pik94-w0080,"Isabella Kelly (née Fordyce)","TO AN UNBORN INFANT."
o4106-w0130,"Thomas Parnell","AN ELEGY, To an Old BEAUTY."
o4779-w0010,"Matthew Gregory Lewis","OSRIC — THE LION! A ROMANCE."
glb19-w0340,"William Lisle Bowles","ON HEARING “THE MESSIAH” PERFORMED IN GLOUCESTER CATHEDRAL, SEPT. 18, 1835."
pro75-w0060,"Mary Robinson (née Darby)","The LINNET'S PETITION."
bjl92-w0150,"Janet Little (later Richmond)",LOTHARIO.
glb19-w0710,"William Lisle Bowles","ON AN UNFORTUNATE AND BEAUTIFUL WOMAN. WRITTEN DECEMBER 1783."
bjl92-w0500,"Janet Little (later Richmond)","FROM ALONZO TO DELIA."
o5154-w0270,"Soame Jenyns","To the Right Honourable the EARL of CHESTERFIELD, on his being installed Knight of the GARTER."
o4299-w0010,"Daniel Defoe","CALEDONIA, A POEM, &c."
o5154-w0620,"Philip Fletcher","NATURE and FORTUNE. To the Earl of CHESTERFIELD."
pmt18-w0080,"Mary Tighe (née Blachford)","Written in the Church-Yard at Malvern."
o5153-w0410,"Robert Craggs Nugent, Earl Nugent","An ODE."
o5153-w0040,"George Lyttelton, 1st Baron Lyttelton","TO THE Reverend Dr. AYSCOUGH at Oxford.  Written from Paris in the Year 1728."
pmp18-w1040,"Matthew Prior","THE FIRST HYMN OF CALLIMACHUS. TO JUPITER."
o5157-w0480,"Thomas Percy","A SONG."
o5164-w0040,"James Macpherson","THE WAR of INIS-THONA: A POEM."
tgaen-wlobt,"Thomas Gray","[Lines Written at Burnham]"
o3309-w0010,"William Congreve","PROLOGUE TO THE COURT; On the QUEEN's Birth-Day, 1704."
bjl92-w0280,"Janet Little (later Richmond)","NELL'S ANSWER."
glb19-w0090,"William Lisle Bowles","DOVER CLIFFS."
o5153-w0806,"Robert Craggs Nugent, Earl Nugent","EPIGRAM [XVII.]"
ojg27-w0220,"John Gay","FABLE [21] XXI. The Rat-catcher and Cats."
oat77-w0540,"Nahum Tate","Amor Sepulchralis."
cac95-w0160,"Ann Batten Cristall","A FRAGMENT. THE BLIND MAN."
o4688-w0120,"James Macpherson","[FRAGMENT] XII."
oat77-w0110,"Nahum Tate","The Usurpers."
o3555-w0310,"Anna Laetitia Barbauld  (née Aikin)","An ADDRESS to the DEITY."
o5191-w0010,"John Dennis","THE BATTLE OF RAMILLIA: OR, THE Power of UNION."
bjb18-w0120,"Joanna Baillie","A MOTHER TO HER WAKING INFANT."
bhw18-w0200,"Helen Maria Williams","SONNET ON READING BURNS' “MOUNTAIN DAISY.”"
pma99-w0290,"Mary Alcock (née Cumberland)","THE XXIIID PSALM."
bjb18-w0570,"Joanna Baillie","VOLUNTEER'S SONG, WRITTEN IN 1803."
o4984-w0480,"Thomas Warton","ON THE BIRTH OF GEORGE PRINCE OF WALES. WRITTEN AFTER AN INSTALLATION AT WINDSOR, MDCCLXII."
peh89-w0240,"Elizabeth Hands (née Herbert)","Written while the Author sat on a COOK of HAY."
o4987-w0270,"James Beattie","ELEGY. OCCASIONED BY THE DEATH OF A LADY."
par19-w0330,"Ann Radcliffe (née Ward)","TO THE WINDS."
o4987-w0620,"John Langhorne","RURAL SIMPLICITY. AN ODE."
o3702-w0010,"Alexander Pope","THE UNIVERSAL PRAYER."
pmc36-w0070,"Mary Chandler","To the Reverend Mr. Sam. Chandler. On WISDOM."
ppo24-w0050,"John Pomfret","An Epistle to Delia."
o4741-w0240,"Stephen Duck","To Mr. WORSDALE: Occasion'd by seeing CELIA's Picture unfinish'd. Writ extempore at Kensington."
o5089-w0760,"Edward Jerningham","THE NUN. AN ELEGY."
bmb97-w0030,"(Mary) Matilda Betham","IN A LETTER to A.R.C. ON HER WISHING TO BE CALLED ANNA."
pba35-w0330,"Mary Barber","On sending my Son, as a Present, to Dr. Swift, Dean of St. Patrick's, on his Birth-Day."
o3795-w0040,"William Cowper","[THE TASK, A POEM, IN SIX BOOKS.] BOOK IV."
o5280-w0120,"George Monck Berkeley","ELEGIAC BALLAD. TO HENRY M'KENZIE ESQ."
pba35-w0760,"Mary Barber","The Earl's Answer, written extempore."
o4985-w0240,"William Melmoth","THE TRANSFORMATION OF LYCON AND EUPHORMIUS."
bsb18-w0580,"Susanna Blamire","THE CUMBERLAND SCOLD."
o3674-w0010,"Alexander Pope","AN EPISTLE TO Dr. ARBUTHNOT."
o5125-w0260,"Mary Leapor","The HEAD-ACH. To AURELIA."
o5125-w0630,"Mary Leapor","MIRA to OCTAVIA."
pmp18-w0190,"Matthew Prior","CELIA TO DAMON."
pjo50-w0360,"Mary Jones","EPITAPH On Brigadier General HILL."
o5156-w0240,"William Shenstone","Upon RIDDLES."
clc03-w0200,"Lady Mary Chudleigh",SONG.
o4784-w0470,"Anne Finch (née Kingsmill), countess of Winchilsea",ALCIDOR.
o5156-w0610,"Mrs. Bindon","Mrs. BINDON'S ANSWER."
o4784-w0020,"Anne Finch (née Kingsmill), countess of Winchilsea","All is Vanity."
o5454-w0140,"Isaac Watts","SONG XIV. Examples of early Piety."
o5153-w0781,"Thomas Edwards","SONNET XII."
bed98-w0550,"Eliza Day",SONG.
prc90-w0290,"Rebekah Carmichael (later Hay)","ON A LADY"
oar96-w0140,"Elizabeth Rowe (née Singer)","The Athenians Answer."
bed98-w0100,"Eliza Day","TO BELINDA."
oar96-w0510,"Elizabeth Rowe (née Singer)","A Farewel to LOVE."
bah18-w0380,"Anne Hunter (née Home)","REMEMBRANCE, A SONG."
pma99-w0480,"Mary Alcock (née Cumberland)","WRITTEN AT SWANDLING BAR, IN THE COUNTY OF CAVAN, IN IRELAND."
o3900-w0910,"Rev. Samuel Wesley","PSALM CXVI."
bjb18-w0360,"Joanna Baillie","DEVOTIONAL SONG FOR A NEGRO CHILD."
bhw18-w0040,"Helen Maria Williams","EUPHELIA, AN ELEGY."
o4984-w0290,"James Merrick","THE LORD'S PRAYER PARAPHRASED."
bjb18-w0730,"Joanna Baillie","SONG, WRITTEN FOR A WELCH AIR, CALLED “THE NEW YEAR'S GIFT.”"
bhw18-w0410,"Helen Maria Williams","TO A FRIEND, WHO SENT ME FLOWERS, WHEN CONFINED BY ILLNESS."
o4987-w0030,"Frederick II, King of Prussia","ODE ON DEATH. WRITTEN IN FRENCH BY HIS MAJESTY THE KING OF PRUSSIA."
o3776-w0040,"Mark Akenside","ODE IV. To a GENTLEMAN whose MISTRESS had married an old Man."
par19-w0170,"Ann Radcliffe (née Ward)","THE GLOW-WORM."
o4987-w0460,"Joseph Cockfield","WRITTEN AT THE HERMITAGE AT ALDERSBROOK, MDCCLXI."
ojg27-w0060,"John Gay","FABLE [05] V. The Wild Boar and the Ram."
glb19-w0950,"William Lisle Bowles","CADLAND, SOUTHAMPTON RIVER."
ojg27-w0430,"John Gay","FABLE [42] XLII. The Jugglers."
oat77-w0350,"Nahum Tate","[Martial] Lib. 1. Epigr. IX."
o3555-w0150,"Anna Laetitia Barbauld  (née Aikin)","SONG III."
o3794-w0090,"William Cowper","THE DOVES."
tgaen-wimpr,"Thomas Gray",[Impromptus]
bjl92-w0490,"Janet Little (later Richmond)",ALCANZAR.
glb19-w0680,"William Lisle Bowles","A CENOTAPH, TO THE MEMORY OF LIEUTENANT-COLONEL ISAAC, WHO DIED AT CAPE ST NICHOLA MOLE, 1797."
o5154-w0030,"James Thomson","An ODE ON AEOLUS's HARP."
o4739-w0130,"Robert Merry","TO ANNA MATILDA."
o5154-w0460,"Edward Rolle","The POWER of POETRY."
pse03-w0090,"Sarah Fyge Egerton","The Repulse to Alcander."
o5153-w0650,"Thomas Seward","The Female Right to LITERATURE, in a Letter to a young Lady from FLORENCE."
pik94-w0110,"Isabella Kelly (née Fordyce)","TO A WANDERING HUSBAND, FROM A DESERTED WIFE."
o5247-w0130,"Charlotte Lennox (née Ramsay)","On reading HUTCHISON on the PASSIONS."
o5157-w0290,"Thomas Lisle","The POWER of MUSIC. A SONG."
pye85-w0100,"Ann Yearsley (née Cromartie)","TO STELLA; ON A Visit to Mrs. MONTAGU."
o5153-w0200,"George Lyttelton, 1st Baron Lyttelton","To the Same, with Hammond's Elegies."
bed98-w0710,"Eliza Day","HIS IMMENSITY."
oar96-w0300,"Elizabeth Rowe (née Singer)","To the same Gentleman."
bed98-w0340,"Eliza Day","ON THE DEATH OF MRS. ANNE GILLISON."
bse96-w0050,"Anna Seward",EYAM
o5125-w0020,"Mary Leapor","MIRA's WILL."
o4986-w0920,"John Cunningham",MORNING.
o3900-w1340,"Rev. Charles Wesley","GRACE before MEAT."
pmp18-w0780,"Matthew Prior","ANOTHER [TRUE MAID]."
o5125-w0470,"Mary Leapor","FLORIMELIA, the First PASTORAL."
pjo50-w0120,"Mary Jones","ELEGY, On a favourite DOG, suppos'd to be poison'd. To Miss Molly Clayton."
clc03-w0040,"Lady Mary Chudleigh","To Clorissa."
o4784-w0630,"Anne Finch (née Kingsmill), countess of Winchilsea","A Pindarick Poem Upon the Hurricane in November 1703, referring to this Text in Psalm 148. ver. 8. Winds and Storms fulfilling his Word."
